frn,bank,metric,fiscal_year,value_numeric,unit,reporting_basis,context_status,context_id,context_value,distance,reason,source
183100,The Bank of New York Mellon (International) Limited,NSFR,2023,368.06,,,context_unavailable,,,,observation unit does not match percentage context,
183100,The Bank of New York Mellon (International) Limited,NSFR,2022,472.37,,,context_unavailable,,,,observation unit does not match percentage context,
183100,The Bank of New York Mellon (International) Limited,NSFR,2021,446.0,,,context_unavailable,,,,observation unit does not match percentage context,
183100,The Bank of New York Mellon (International) Limited,MREL Ratio,2025,,,,context_unavailable,,,,no dated context record for metric/period,
183100,The Bank of New York Mellon (International) Limited,MREL Ratio,2024,,,,context_unavailable,,,,no dated context record for metric/period,
183100,The Bank of New York Mellon (International) Limited,MREL Ratio,2023,,,,context_unavailable,,,,no dated context record for metric/period,
183100,The Bank of New York Mellon (International) Limited,MREL Ratio,2022,,,,context_unavailable,,,,no dated context record for metric/period,
183100,The Bank of New York Mellon (International) Limited,MREL Ratio,2021,,,,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2025,-1293.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2024,1542.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2023,1393.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2022,4628.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2021,-8646.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2025,21060.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2024,-79037.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2023,-234840.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2022,-312990.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2021,-41626.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2025,80885.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2024,274981.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2023,-84151.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2022,174862.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2021,226237.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2025,124138.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2024,227828.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2023,-286411.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2022,-120744.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2021,189594.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2025,-1537.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2024,-820.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2023,-8524.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2022,-1094.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2021,-814.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2025,-6477.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2024,-5055.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2023,-5417.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2022,-8771.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2021,-191.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2025,116124.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2024,221953.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2023,-300352.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2022,-130609.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2021,188589.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2025,718577.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2024,604467.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2023,372940.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2022,700795.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2021,766720.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2025,718577.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2024,604467.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2023,372940.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2022,700795.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Cash Flow Statement,2021,766720.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,CET1 Capital,2025,266352.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,CET1 Capital,2024,245034.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,CET1 Capital,2023,223772.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,CET1 Capital,2022,197516.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,CET1 Capital,2021,199873.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,CET1 Ratio,2025,13.8,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,CET1 Ratio,2024,15.6,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,CET1 Ratio,2023,18.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,CET1 Ratio,2022,16.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,CET1 Ratio,2021,18.4,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Tier 1 Capital,2025,266352.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Tier 1 Capital,2024,245034.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Tier 1 Capital,2023,223772.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Tier 1 Capital,2022,197516.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Tier 1 Capital,2021,199873.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Tier 1 Ratio,2025,13.8,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Tier 1 Ratio,2024,15.6,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Tier 1 Ratio,2023,18.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Tier 1 Ratio,2022,16.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Tier 1 Ratio,2021,18.4,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total Capital,2025,334756.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total Capital,2024,318553.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total Capital,2023,276133.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total Capital,2022,267579.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total Capital,2021,270130.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total Capital Ratio,2025,17.4,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total Capital Ratio,2024,20.3,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total Capital Ratio,2023,22.3,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total Capital Ratio,2022,21.7,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total Capital Ratio,2021,24.9,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total RWAs,2025,1924184.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total RWAs,2024,1571106.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total RWAs,2023,1240666.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total RWAs,2022,1231445.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Total RWAs,2021,1085219.0,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Leverage Ratio,2025,7.2,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Leverage Ratio,2024,6.6,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Leverage Ratio,2023,6.8,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Leverage Ratio,2022,5.7,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,Leverage Ratio,2021,6.7,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,LCR,2025,234.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,LCR,2024,327.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,LCR,2023,271.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,LCR,2022,254.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,LCR,2021,276.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,NSFR,2025,166.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,NSFR,2024,160.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,NSFR,2023,151.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,NSFR,2022,130.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,NSFR,2021,,,entity,context_unavailable,,,,observation unit does not match percentage context,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,MREL Ratio,2025,,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,MREL Ratio,2024,,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,MREL Ratio,2023,,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,MREL Ratio,2022,,,entity,context_unavailable,,,,no dated context record for metric/period,
204564,BRITISH ARAB COMMERCIAL BANK PUBLIC LIMITED COMPANY,MREL Ratio,2021,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2024,-210559.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2023,24812.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2022,282024.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2021,18377.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2024,2332.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2023,-4125.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2022,-775.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2021,-4666.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2024,-3495.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2023,-3077.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2022,-2691.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2021,-2492.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2024,-211722.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2023,17610.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2022,278558.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2021,11219.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2024,374909.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2023,586631.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2022,569021.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2021,290463.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2024,374909.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2023,586631.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2022,569021.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Cash Flow Statement,2021,290463.0,£'000,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,CET1 Capital,2024,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,CET1 Capital,2023,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,CET1 Capital,2022,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,CET1 Capital,2021,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,CET1 Ratio,2024,21.6,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,CET1 Ratio,2023,22.3,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,CET1 Ratio,2022,20.3,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,CET1 Ratio,2021,19.6,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,Tier 1 Capital,2024,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Tier 1 Capital,2023,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Tier 1 Capital,2022,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Tier 1 Capital,2021,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Tier 1 Ratio,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,Tier 1 Ratio,2023,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,Tier 1 Ratio,2022,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,Tier 1 Ratio,2021,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,Total Capital,2024,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Total Capital,2023,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Total Capital,2022,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Total Capital,2021,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Total Capital Ratio,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,Total Capital Ratio,2023,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,Total Capital Ratio,2022,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,Total Capital Ratio,2021,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,Total RWAs,2024,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Total RWAs,2023,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Total RWAs,2022,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Total RWAs,2021,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Leverage Ratio,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,Leverage Ratio,2023,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Leverage Ratio,2022,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,Leverage Ratio,2021,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,LCR,2024,236.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,LCR,2023,274.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,LCR,2022,218.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,LCR,2021,253.0,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,NSFR,2024,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,NSFR,2023,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,NSFR,2022,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,NSFR,2021,,,entity,context_unavailable,,,,observation unit does not match percentage context,
124548,BROWN SHIPLEY & CO. LIMITED,MREL Ratio,2024,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,MREL Ratio,2023,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,MREL Ratio,2022,,,entity,context_unavailable,,,,no dated context record for metric/period,
124548,BROWN SHIPLEY & CO. LIMITED,MREL Ratio,2021,,,entity,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2026,75318.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2025,321534.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2024,-110569.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2023,-436033.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2022,1116449.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2026,-606849.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2025,-124015.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2024,-53458.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2023,64616.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
