frn,bank,metric,fiscal_year,value_numeric,unit,reporting_basis,context_status,context_id,context_value,distance,reason,source
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2021,691.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2025,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2024,,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2023,3257.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2022,4057.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Cash Flow Statement,2021,5353.0,£m,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,CET1 Capital,2025,1614.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,CET1 Capital,2024,1533.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,CET1 Capital,2023,1407.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,CET1 Capital,2022,1531.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,CET1 Capital,2021,1508.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,CET1 Ratio,2025,26.8,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,CET1 Ratio,2024,27.7,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,CET1 Ratio,2023,21.44,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,CET1 Ratio,2022,24.11,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,CET1 Ratio,2021,22.81,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Tier 1 Capital,2025,1724.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Tier 1 Capital,2024,1643.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Tier 1 Capital,2023,1517.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Tier 1 Capital,2022,1531.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Tier 1 Capital,2021,1508.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Tier 1 Ratio,2025,28.64,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Tier 1 Ratio,2024,29.66,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Tier 1 Ratio,2023,23.11,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Tier 1 Ratio,2022,24.11,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Tier 1 Ratio,2021,22.81,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Total Capital,2025,1865.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Total Capital,2024,1783.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Total Capital,2023,1657.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Total Capital,2022,1531.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Total Capital,2021,1508.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Total Capital Ratio,2025,31.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Total Capital Ratio,2024,32.3,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Total Capital Ratio,2023,25.24,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Total Capital Ratio,2022,24.11,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Total Capital Ratio,2021,22.81,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Total RWAs,2025,6020.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Total RWAs,2024,5540.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Total RWAs,2023,6564.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Total RWAs,2022,6352.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Total RWAs,2021,6611.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Leverage Ratio,2025,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Leverage Ratio,2024,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,Leverage Ratio,2023,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Leverage Ratio,2022,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,Leverage Ratio,2021,11.26,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,LCR,2025,216.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,LCR,2024,282.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,LCR,2023,216.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,LCR,2022,176.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,LCR,2021,169.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,NSFR,2025,157.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,NSFR,2024,172.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,NSFR,2023,139.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,NSFR,2022,145.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,NSFR,2021,156.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122088,AIB GROUP (UK) P.L.C.,MREL Ratio,2025,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,MREL Ratio,2024,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,MREL Ratio,2023,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,MREL Ratio,2022,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122088,AIB GROUP (UK) P.L.C.,MREL Ratio,2021,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2025,-725.0,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2024,730.1,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2023,1108.5,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2022,1215.7,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2021,884.1,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2025,-259.5,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2024,-401.6,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2023,306.5,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2022,-334.8,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2021,-55.0,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2025,-18.4,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2024,-8.3,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2023,-331.2,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2022,-739.7,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2021,-697.7,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2025,-1002.9,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2024,320.2,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2023,1083.8,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2022,141.2,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2021,131.4,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2025,1216.7,£m,entity,context_unavailable,,,,no dated context record for metric/period,
204503,Aldermore Bank Plc,Cash Flow Statement,2024,2219.6,£m,entity,context_unavailable,,,,no dated context record for metric/period,
